,MSSV,NamSinh,GioiTinh,NoiSinh,Lopsh,Khoa,Hedt,KhoaHoc,ChuyenNganh2,TinhTrang,DiaChi_TinhTP
1825,5F66CC15XPvAibaEXe/aPLdUCtOgCmaknvOevy6n,1995.0,0.0, 'Bến Tre', HTTT2014, HTTT, CQUI,9.0, D480104,3.0, 'Tỉnh Bến Tre'
1826,AE34A424XPvAibaEXe/aPLdUCtOgCv0t/1wT/D3z,1996.0,0.0, NULL, CNTT2014, KTTT, CQUI,9.0, D480201,5.0, 'Tỉnh Quảng Ngãi'
1827,C4C5C3E4XPvAibaEXe/aPLdUCtOgClLL6Fk3loNV,1996.0,0.0, 'Quảng Nam', KTPM2014, CNPM, CQUI,9.0, D480103,3.0, 'Huyện Phú Ninh'
1828,CA80DC97XPvAibaEXe/aPLdUCtOgChE7/iu2Frmu,1996.0,0.0, 'Bình Định', MMTT2014, MMT&TT, CQUI,9.0, D480102,3.0, 'Tỉnh Bình Định'
1829,4D7A8548XPvAibaEXe/aPLdUCtOgCqBD88izVvAa,1996.0,0.0, 'Lâm Đồng', MMTT0001, MMT&TT, CQUI,9.0, D480102,3.0, 'Tỉnh Lâm Đồng'
1830,6FD8569EXPvAibaEXe/aPLdUCtOgCts0jFB38TSA,1996.0,1.0, 'Quảng Ngãi', KTMT0001, KTMT, CQUI,9.0, D520214,3.0, 'Tỉnh Quảng Ngãi'
1831,5A127BADXPvAibaEXe/Twrxaq444c/MCqgcJrbjn,1996.0,0.0, 'Lâm Đồng', KTPM2014, CNPM, CQUI,9.0, D480103,3.0, 'Tỉnh Lâm Đồng'
1832,76271014XPvAibaEXe/Twrxaq444cxLmVsDyoG/9,1996.0,1.0, 'Ninh Thuận', ANTT2014, MMT&TT, CQUI,9.0, D480299,5.0, 'Tỉnh Ninh Thuận'
1833,6F120F59XPvAibaEXe/Twrxaq444c54z81uS601e,1996.0,1.0, 'An Giang', MTCL2014, KTMT, CLC,9.0, D520214,3.0, 'Tỉnh An Giang'
1834,91BBF813XPvAibaEXe/Twrxaq444cyfyjfNXILc3,1996.0,1.0, 'Đồng Nai', MMTT2014, MMT&TT, CQUI,9.0, D480102,5.0, 'Tỉnh Đồng Nai'
1835,A33E3042XPvAibaEXe/Twrxaq444c0u0yKQAXiiA,1996.0,1.0, 'An Giang', KHMT2014, KHMT, CQUI,9.0, D480101,3.0, 'Tỉnh An Giang'
1836,85DFE3D3XPvAibaEXe/Twrxaq444c79eEBE4Xz7H,1996.0,1.0, 'Đồng Nai', KTMT0001, KTMT, CQUI,9.0, D520214,3.0, 'Thành phố Biên Hoà'
1837,FC1373DCXPvAibaEXe/Twrxaq444c5fF/e2ZzuG9,1996.0,1.0, 'Thành phố Hồ Chí Minh', MMTT0001, MMT&TT, CQUI,9.0, D480299,8.0, 'Thành phố Hồ Chí Minh'
1838,31AEBC04XPvAibaEXe/Twrxaq444c84ycz8+FZaI,1995.0,1.0, 'Cần Thơ', CTTT2014, HTTT, CTTT,9.0, D480104,5.0, 'Phường An Khánh'
1839,4C894DC5XPvAibaEXe9HXpb1PepyFWYqqHiGGl6/,1996.0,1.0, 'Hà Nam Ninh', CNTT2014, KTTT, CQUI,9.0, D480201,5.0, 'Thành phố Hồ Chí Minh'
1840,F1455579XPvAibaEXe9HXpb1PepyFfdXb2ThfxZz,1997.0,1.0, 'Đăk Lăk', KTPM2014, CNPM, CQUI,9.0, D480103,5.0, 'Tỉnh Đắk Nông'
1841,7337E0B1XPvAibaEXe9HXpb1PepyFUx3lUvGCQjl,1996.0,1.0, 'TP. Hồ Chí Minh', MTCL2014, KTMT, CLC,9.0, D520214,5.0, 'Quận 5'
1842,78DFD992XPvAibaEXe9HXpb1PepyFYixGLGWpqu3,1996.0,1.0, 'Đăk Lăk', MMTT2014, MMT&TT, CQUI,9.0, D480102,5.0, 'Thành phố Buôn Ma Thuột'
1843,0BAF3540XPvAibaEXe9HXpb1PepyFQeHHIpoFKlX,1996.0,1.0, 'Quảng Ngãi', KTPM0001, CNPM, CQUI,9.0, D480103,8.0, 'Tỉnh Đắk Lắk'
1844,6AEAE920XPvAibaEXe9HXpb1PepyFTHW7MzBxj5y,1996.0,1.0, 'Tiền Giang', MMTT0001, MMT&TT, CQUI,9.0, D480102,8.0, 'Tỉnh Tiền Giang'
1845,1A337CBCXPvAibaEXe9HXpb1PepyFTbcxMBcuB5Y,1996.0,0.0, 'Kiên Giang', MMTT0001, MMT&TT, CQUI,9.0, D480102,3.0, 'Tỉnh Kiên Giang'
1846,551B44F8XPvAibaEXe9HXpb1PepyFci/bGEU/Zva,1996.0,1.0, 'Tỉnh Đồng Nai', KTPM2014, CNPM, CQUI,9.0, D480103,5.0, 'Huyện Định Quán'
1847,3694E5E6XPvAibaEXe9HXpb1PepyFV6dAscob+FU,1996.0,1.0, 'Phú Yên', MMTT2014, MMT&TT, CQUI,9.0, D480102,3.0, 'Tỉnh Phú Yên'
1848,7F2E16DBXPvAibaEXe9HXpb1PepyFU8AnWqkYX8g,1996.0,0.0, 'Quảng Ngãi', HTTT0001, HTTT, CQUI,9.0, D480104,3.0, 'Tỉnh Quảng Ngãi'
1849,21262576XPvAibaEXe8p5yvHQtPES0B7eV1Twgs0,1996.0,1.0, 'Bình Định', MMTT2014, MMT&TT, CQUI,9.0, D480102,3.0, 'Tỉnh Bình Định'
1850,8144FD61XPvAibaEXe8p5yvHQtPESz4k90vlB9C9,1996.0,0.0, 'TP. Hồ Chí Minh', HTTT2014, HTTT, CQUI,9.0, D480104,5.0, 'Thành phố Hồ Chí Minh'
1851,D9565354XPvAibaEXe8p5yvHQtPESzTmX0vQwzvn,1996.0,0.0, 'Long An', HTTT2014, HTTT, CQUI,9.0, D480104,3.0, 'Thành phố Tân An'
1852,7A5494EFXPvAibaEXe8p5yvHQtPES2pjT+mnFBiP,1996.0,1.0, 'Thành phố Hồ Chí Minh', CNTT0001, KTTT, CQUI,9.0, D480201,3.0, 'Thành phố Hồ Chí Minh'
1853,6F40757CXPvAibaEXe8p5yvHQtPESw43tizx4HoX,1996.0,1.0, 'Đắk Lắk', KHMT0001, KHMT, CQUI,9.0, D480101,8.0, 'Tỉnh Đắk Nông'
1854,C35B7D58XPvAibaEXe8p5yvHQtPES5RibWhntIV9,1995.0,1.0, 'Bình Định', KTPM0001, CNPM, CLC,9.0, D480103,3.0, 'Tỉnh Bình Định'
1855,8FE405FAXPvAibaEXe8p5yvHQtPES4s22kqhBobL,1996.0,1.0, 'Lâm Đồng', CNTT2014, KTTT, CQUI,9.0, D480201,5.0, 'Tỉnh Lâm Đồng'
1856,1C404C8FXPvAibaEXe8p5yvHQtPES4PeCQw39/SX,1996.0,1.0, 'Đăk Lăk', KTPM2014, CNPM, CQUI,9.0, D480103,5.0, 'Huyện Krông Năng'
1857,8B3D8B26XPvAibaEXe9o3csoNuwUvFp9HKjTdJZi,1996.0,1.0, 'Vĩnh Long', KTMT0001, KTMT, CLC,9.0, D520214,3.0, 'Tỉnh Vĩnh Long'
1858,5A4D5F66XPvAibaEXe9o3csoNuwUvNmLsOKLLSM4,1996.0,1.0, 'Đồng Nai', KHMT2014, KHMT, CQUI,9.0, D480101,3.0, 'Tỉnh Đồng Nai'
1859,339A3FEFXPvAibaEXe9o3csoNuwUvNaLcKo+Rrh/,1996.0,1.0, 'Tiền Giang', KTPM0001, CNPM, CQUI,9.0, D480103,3.0, 'Thành phố Mỹ Tho'
1860,EF6D3E34XPvAibaEXe9o3csoNuwUvO7brxBe1EBb,1996.0,1.0, 'Kon Tum', KTPM0001, CNPM, CQUI,9.0, D480103,3.0, 'Tỉnh Kon Tum'
1861,81EE8EF2XPvAibaEXe9o3csoNuwUvFCXzXJKbMVz,1996.0,1.0, 'Kon Tum', MMTT0001, MMT&TT, CQUI,9.0, D480102,5.0, 'Tỉnh Kon Tum'
1862,9750FAA7XPvAibaEXe9o3csoNuwUvP7wZ1a+yf8r,1993.0,1.0, 'Đăk Lăk', HTTT2014, HTTT, CQUI,9.0, D480104,5.0, 'Thành phố Hồ Chí Minh'
1863,D4B3E182XPvAibaEXe9o3csoNuwUvIL5zxXz4455,1996.0,1.0, 'Quảng Ngãi', MMTT2014, MMT&TT, CQUI,9.0, D480102,5.0, 'Tỉnh Quảng Ngãi'
1864,1A908D81XPvAibaEXe9o3csoNuwUvM9MBPuQBYEb,1996.0,1.0, 'Vĩnh Long', KHMT2014, KHMT, CQUI,9.0, D480101,3.0, 'Huyện Chợ Lách'
1865,FB0D25F3XPvAibaEXe9o3csoNuwUvEcLOFJXO+QD,1995.0,1.0, 'Quảng Ngãi', KHMT0001, KHMT, CQUI,9.0, D480101,8.0, 'Tỉnh Quảng Ngãi'
1866,F0EE1719XPvAibaEXe9o3csoNuwUvKSzmcM5X/Yg,1996.0,1.0, 'Đồng Tháp', KTMT2014, KTMT, CQUI,9.0, D520214,5.0, 'Huyện Hồng Ngự'
1867,BB354CC3XPvAibaEXe+NJiMjcH3vhCmhySOrWCce,1996.0,1.0, 'Thành phố Hồ Chí Minh', MMTT0001, MMT&TT, CQUI,9.0, D480102,3.0, 'Quận Thủ Đức'
1868,BBE9FFD5XPvAibaEXe+NJiMjcH3vhPYek0NOrqPc,1996.0,1.0, 'Hải Dương', KTMT0001, KTMT, CLC,9.0, D520214,5.0, 'Thành phố Hồ Chí Minh'
1869,A2AF4496XPvAibaEXe+NJiMjcH3vhKXi3lwL0xLi,1996.0,1.0, 'Bình Phước', KTPM0001, CNPM, CQUI,9.0, D480103,3.0, 'Tỉnh Bình Phước'
1870,F7DAFFD1XPvAibaEXe+NJiMjcH3vhAsIxgSA5jtN,1996.0,1.0, 'Nam Định', KHMT0001, KHMT, CQUI,9.0, D480101,8.0, 'Tỉnh Bà Rịa - Vũng Tàu'
1871,C455032AXPvAibaEXe+NJiMjcH3vhNjDTbd/VozU,1996.0,1.0, 'Trà Vinh', KTPM2014, CNPM, CQUI,9.0, D480103,5.0, 'Tỉnh Trà Vinh'
1872,C5D19041XPvAibaEXe+NJiMjcH3vhGZBbbWixTpF,1996.0,1.0, 'Bến Tre', HTTT2014, HTTT, CQUI,9.0, D480104,5.0, 'Huyện Giồng Trôm'
1873,55CBE4B2XPvAibaEXe+NJiMjcH3vhPWspGkNjgbI,1996.0,1.0, 'Tiền Giang', KHMT0001, KHMT, CQUI,9.0, D480101,3.0, 'Tỉnh Tiền Giang'
1874,8E592CC1XPvAibaEXe+NJiMjcH3vhJlSqWbTaFrE,1996.0,1.0, 'Sông Bé', ANTT2014, MMT&TT, CQUI,9.0, D480299,5.0, 'Thị trấn Tân Bình'
1875,587CA928XPvAibaEXe+NJiMjcH3vhDSbGe/qJhZ2,1996.0,1.0, 'Bình Định', KTPM0001, CNPM, CQUI,9.0, D480103,3.0, 'Tỉnh Bình Định'
1876,2B420AFFXPvAibaEXe/rp0ev/rDe09IWbirGddUi,1996.0,1.0, 'Hà Tĩnh', KHMT2014, KHMT, CQUI,9.0, D480101,3.0, 'Tỉnh Đắk Lắk'
1877,C893DAA7XPvAibaEXe/rp0ev/rDe0284uT9fThgA,1996.0,1.0, 'Lâm Đồng', KTPM0001, CNPM, CQUI,9.0, D480103,8.0, 'Tỉnh Lâm Đồng'
1878,C4B3CA0DXPvAibaEXe/rp0ev/rDe07HQer5abv+7,1996.0,1.0, 'TP. Hồ Chí Minh', MMTT2014, MMT&TT, CQUI,9.0, D480102,5.0, 'Thành phố Hồ Chí Minh'
1879,EEEB1256XPvAibaEXe/rp0ev/rDe0wn/OfwMuhL0,1996.0,1.0, 'Bình Định', KTMT2014, KTMT, CQUI,9.0, D520214,3.0, 'Tỉnh Gia Lai'
1880,B123F3C9XPvAibaEXe/rp0ev/rDe03hflmVII1Tt,1996.0,1.0, 'Hà Tĩnh', KHMT0001, KHMT, CQUI,9.0, D480101,8.0, 'Thành phố Hà Tĩnh'
1881,B262234AXPvAibaEXe/rp0ev/rDe07xUb32i3Uwn,1995.0,1.0, 'TP. Hồ Chí Minh', MMTT2014, MMT&TT, CQUI,9.0, D480102,3.0, 'Thành phố Hồ Chí Minh'
1882,73C3BE20XPvAibaEXe/rp0ev/rDe02svV60+Acoz,1996.0,1.0, 'Bến Tre', HTTT2014, HTTT, CQUI,9.0, D480104,3.0, 'Huyện Châu Thành'
1883,9F3A7D23XPvAibaEXe/rp0ev/rDe08hd3RmETd44,1996.0,1.0, 'Đồng Nai', HTTT2014, HTTT, CQUI,9.0, D480104,5.0, 'Thành phố Biên Hoà'
1884,48E98811XPvAibaEXe8AEUw13Ud6KncXG0ZOvguq,1996.0,1.0, 'Hải Dương', KTMT0001, KTMT, CQUI,9.0, D520214,3.0, 'Tỉnh Bình Dương'
1885,95F6DF74XPvAibaEXe8AEUw13Ud6KnfGGCK4SV1Q,1995.0,1.0, 'Nam Định', ANTT2014, MMT&TT, CQUI,9.0, D480299,5.0, 'Tỉnh Nam Định'
1886,589DABF7XPvAibaEXe8AEUw13Ud6KkMppwG9Nrs1,1996.0,1.0, 'An Giang', KTMT2014, KTMT, CQUI,9.0, D520214,5.0, 'Xã Bình Mỹ'
1887,5922FCABXPvAibaEXe8AEUw13Ud6KnHmyBmlVUoY,1996.0,1.0, 'Thành phố Hồ Chí Minh', HTTT0001, HTTT, CQUI,9.0, D52480104,8.0, 'Thành phố Hồ Chí Minh'
1888,06F4B388XPvAibaEXe8AEUw13Ud6Kn7PJ7EwNXGt,1996.0,1.0, 'Đồng Nai', KTPM0001, CNPM, CQUI,9.0, D480103,5.0, 'Tỉnh Đồng Nai'
1889,C988F8D6XPvAibaEXe8AEUw13Ud6Ki6zuOGdFDh7,1996.0,1.0, 'Bình Thuận', HTTT0001, HTTT, CQUI,9.0, D52480104,3.0, 'Tỉnh Bình Thuận'
1890,60631F91XPvAibaEXe8AEUw13Ud6KqJhwDFrKJub,1996.0,1.0, 'Đắk Lắk', MMTT0001, MMT&TT, CQUI,9.0, D480102,8.0, 'Tỉnh Đắk Lắk'
1891,A2CD283BXPvAibaEXe8AEUw13Ud6Kl2/Ifi0mKvF,1994.0,1.0, 'Nam Định', CNTT0001, KTTT, CQUI,9.0, D480201,8.0, 'Tỉnh Nam Định'
1892,FA321630XPvAibaEXe8TrN3vUI8MaCMWQ0dmEL6l,1996.0,1.0, 'Quảng Ngãi', KTMT0001, KTMT, CQUI,9.0, D520214,1.0, 'Huyện Đức Phổ'
1893,D8075964XPvAibaEXe8TrN3vUI8MaKIsr8wmfl7M,1996.0,1.0, 'Thành phố Hồ Chí Minh', KTMT0001, KTMT, CQUI,9.0, D520214,3.0, 'Thành phố Hồ Chí Minh'
1894,26C10AA7XPvAibaEXe8TrN3vUI8MaOIcRHHeaint,1996.0,1.0, 'Bình Định', KTPM0001, CNPM, CQUI,9.0, D480103,8.0, 'Huyện Hoài Ân'
1895,498EE480XPvAibaEXe8TrN3vUI8MaHHVw1RfTSHE,1996.0,1.0, 'Lâm Đồng', KHMT0001, KHMT, CQUI,9.0, D480101,5.0, 'Huyện Bảo Lâm'
1896,977BA0F9XPvAibaEXe8TrN3vUI8MaLAk0LNGoRGZ,1996.0,1.0, 'Quảng Nam', KTMT2014, KTMT, CQUI,9.0, D520214,3.0, 'Tỉnh Quảng Nam'
1897,1B677C08XPvAibaEXe8TrN3vUI8MaMEFHxEbNhTa,1995.0,0.0, 'Ninh Bình', MMTT0001, MMT&TT, CQUI,9.0, D480102,8.0, 'Tỉnh Bình Phước'
1898,8290D854XPvAibaEXe8TrN3vUI8MaCLxvR1Y78Xt,1996.0,0.0, 'Quảng Trị', HTTT2014, HTTT, CQUI,9.0, D480104,3.0, 'Tỉnh Quảng Trị'
1899,C78C24CDXPvAibaEXe8TrN3vUI8MaJoU4lYh39YH,1996.0,1.0, 'Long An', HTTT0001, HTTT, CQUI,9.0, D480104,8.0, 'Tỉnh Long An'
1900,563E9289XPvAibaEXe/a3PM8AP2NgwXCb21OBlQe,1996.0,1.0, 'Khánh Hòa', HTTT0001, HTTT, CQUI,9.0, D52480104,8.0, 'Tỉnh Khánh Hòa'
1901,8868BA3CXPvAibaEXe/a3PM8AP2NgzzZ29OXd9/5,1996.0,1.0, 'Quảng Nam', MMTT2014, MMT&TT, CQUI,9.0, D480102,5.0, 'Tỉnh Quảng Nam'
1902,9C5ABA2CXPvAibaEXe/a3PM8AP2Ng7HsJMHP/6bp,1996.0,0.0, 'Hải Dương', KHMT0001, KHMT, CQUI,9.0, D480101,8.0, 'Huyện Thanh Hà'
1903,652648CBXPvAibaEXe/a3PM8AP2Ng8tHdXd20Co5,1996.0,1.0, 'Quảng Nam', KTPM2014, CNPM, CQUI,9.0, D480103,3.0, 'Tỉnh Quảng Nam'
1904,01339FADXPvAibaEXe/a3PM8AP2Ng0uXDZOGMC2W,1996.0,1.0, 'Quảng Nam', KTPM0001, CNPM, CQUI,9.0, D480103,8.0, 'Tỉnh Quảng Nam'
1905,9125778AXPvAibaEXe/a3PM8AP2Ng2VfTBe8ynkO,1996.0,1.0, 'Thành phố Hồ Chí Minh', KTMT2014, KTMT, CQUI,9.0, D520214,3.0, 'Thành phố Hồ Chí Minh'
1906,D859AB46XPvAibaEXe/a3PM8AP2NgzCjTVS86e9w,1996.0,1.0, 'Đắk Lắk', KHMT0001, KHMT, CQUI,9.0, D480101,3.0, 'Tỉnh Đắk Lắk'
1907,256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,1996.0,1.0, 'Tây Ninh', KTPM0001, CNPM, CLC,9.0, D480103,5.0, 'Tỉnh Tây Ninh'
1908,F677C43CXPvAibaEXe8e8TJXhGRqkB8QzI8wOQCd,1996.0,1.0, 'Bình Định', KHMT0001, KHMT, CQUI,9.0, D480101,8.0, 'Tỉnh Bình Định'
1909,AFF22360XPvAibaEXe8e8TJXhGRqkH1/sNJPtvA9,1996.0,1.0, 'Khánh Hoà', ANTT2014, MMT&TT, CQUI,9.0, D480299,5.0, 'Tỉnh Bình Định'
1910,C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,1996.0,1.0, 'Bình Định', KTMT2014, KTMT, CQUI,9.0, D520214,3.0, 'Tỉnh Bình Định'
1911,8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl,1996.0,1.0, 'Bình Định', KTPM0001, CNPM, CLC,9.0, D480103,1.0, 'Tỉnh Bình Định'
1912,E3D2A6C9XPvAibaEXe8e8TJXhGRqkMYYxRFbDlpT,1996.0,1.0, 'Bến Tre', HTTT0001, HTTT, CLC,9.0, D480104,3.0, 'Tỉnh Bến Tre'
1913,C066A730XPvAibaEXe8e8TJXhGRqkFQClYt2+09M,1996.0,1.0, 'Thành phố Hồ Chí Minh', CNTT0001, KTTT, CQUI,9.0, D480201,3.0, 'Thành phố Hồ Chí Minh'
1914,62A950A6XPvAibaEXe8yzZ/8QUtgdv/TDzLoF+yc,1996.0,1.0, 'Bến Tre', KHMT2014, KHMT, CQUI,9.0, D480101,5.0, 'Tỉnh Bến Tre'
1915,39FA00CEXPvAibaEXe8yzZ/8QUtgduNs/W9jl/4O,1996.0,1.0, 'Quảng Ngãi', KTMT0001, KTMT, CQUI,9.0, D520214,3.0, 'Tỉnh Quảng Ngãi'
1916,77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,1996.0,1.0, 'Trà Vinh', KTMT0001, KTMT, CLC,9.0, D520214,3.0, 'Tỉnh Trà Vinh'
1917,01254D12XPvAibaEXe8yzZ/8QUtgdgO7k755LUHF,1995.0,1.0, 'Hà Tĩnh', HTTT0001, HTTT, CQUI,9.0, D480104,8.0, 'Tỉnh Đắk Lắk'
1918,6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B,1996.0,1.0, 'Bình Định', MMTT0001, MMT&TT, CQUI,9.0, D480102,8.0, 'Tỉnh Bình Định'
1919,0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,1996.0,1.0, 'Quảng Ngãi', HTTT0001, HTTT, CQUI,9.0, D52480104,8.0, 'Tỉnh Quảng Ngãi'
1920,B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,1996.0,1.0, 'TP. Hồ Chí Minh', KHTN2014, KHMT, CNTN,9.0, D480101,3.0, 'Thành phố Hồ Chí Minh'
1921,AA0AABA9XPvAibaEXe8yzZ/8QUtgdnSqSmYpvWWN,1996.0,1.0, 'Đắk Lắk', KTMT0001, KTMT, CQUI,9.0, D520214,8.0, 'Tỉnh Đắk Nông'
1922,5BF576BEXPvAibaEXe8yzZ/8QUtgdqBpEkgDL/sE,1996.0,1.0, 'Bến Tre', HTTT2014, HTTT, CQUI,9.0, D480104,3.0, 'Tỉnh Bến Tre'
1923,6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX,1996.0,1.0, 'Đà Nẵng', KHMT2014, KHMT, CQUI,9.0, D480101,3.0, 'Thành phố Đà Nẵng'
1924,7A32C41BXPvAibaEXe+TioGOAQy/3zzpTUjKGplc,1996.0,1.0, 'Đồng Tháp', KTPM0001, CNPM, CQUI,9.0, D480103,8.0, 'Thành phố Hồ Chí Minh'
1925,64278425XPvAibaEXe+TioGOAQy/3/vnhJxVVW03,1996.0,1.0, 'Khánh Hoà', KHMT0001, KHMT, CQUI,9.0, D480101,3.0, 'Tỉnh Khánh Hoà'
1926,8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8,1996.0,1.0, 'Đồng Tháp', KHMT0001, KHMT, CQUI,9.0, D480101,8.0, 'Tỉnh Tiền Giang'
1927,B76D692EXPvAibaEXe+TioGOAQy/36h4G7k0Z3Eo,1996.0,1.0, 'Cà Mau', MMTT2014, MMT&TT, CQUI,9.0, D480102,5.0, 'Tỉnh Cà Mau'
1928,873C18D9XPvAibaEXe+TioGOAQy/326pN8BSQqCv,1994.0,1.0, 'Đăk Lăk', CNTT2014, KTTT, CQUI,9.0, D480201,5.0, 'Tỉnh Đắk Lắk'
1929,324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS,1995.0,1.0, 'Bình Định', KHTN2014, KHMT, CNTN,9.0, D480101,3.0, 'Tỉnh Bình Định'
1930,587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,1996.0,1.0, 'Hà Nam Ninh', HTTT0001, HTTT, CQUI,9.0, D480104,8.0, 'Tỉnh Bình Phước'
1931,9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,1996.0,1.0, 'Nam Định', MMTT0001, MMT&TT, CQUI,9.0, D480299,3.0, 'Tỉnh Lâm Đồng'
1932,DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI,1996.0,1.0, 'Lâm Đồng', MMTT0001, MMT&TT, CQUI,9.0, D480102,3.0, 'Tỉnh Lâm Đồng'
1933,36EBF187XPvAibaEXe8aMmuWiMhL4kaW5GJ4NoC0,1996.0,1.0, 'Ninh Thuận', HTTT2014, HTTT, CQUI,9.0, D480104,3.0, 'Tỉnh Ninh Thuận'
1934,6BB1D799XPvAibaEXe8aMmuWiMhL4jueQKEn+PS2,1996.0,1.0, 'Tiền Giang', ANTT2014, MMT&TT, CQUI,9.0, D480299,3.0, 'Tỉnh Tiền Giang'
1935,5DF7CDB2XPvAibaEXe8aMmuWiMhL4qlD/pUFKN36,1996.0,1.0, 'Đắk Lắk', MMTT0001, MMT&TT, CQUI,9.0, D480299,8.0, 'Tỉnh Đắk Lắk'
1936,354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,1996.0,0.0, 'Đồng Nai', MMTT2014, MMT&TT, CQUI,9.0, D480102,3.0, 'Huyện Vĩnh Cửu'
1937,6FE365DAXPvAibaEXe8aMmuWiMhL4vvkqMUcxyN3,1996.0,1.0, 'Bà Rịa - Vũng Tàu', HTCL2014, HTTT, CLC,9.0, D480104,5.0, 'Tỉnh Bà Rịa - Vũng Tàu'
1938,1A91CFB7XPvAibaEXe8aMmuWiMhL4vKjMTeloAlt,1995.0,1.0, 'Bình Phước', KTPM0001, CNPM, CLC,9.0, D480103,3.0, 'Tỉnh Bà Rịa - Vũng Tàu'
1939,63B4D770XPvAibaEXe8aMmuWiMhL4jMRcKmNNQ38,1996.0,1.0, 'Thừa Thiên Huế', HTTT0001, HTTT, CLC,9.0, D480104,1.0, 'Tỉnh Lâm Đồng'
1940,269A6330XPvAibaEXe8aMmuWiMhL4vFI0OzjFGky,1994.0,1.0, 'Đồng Nai', PMCL2014.2, CNPM, CLC,9.0, D480103,5.0, 'Tỉnh Đồng Nai'
1941,D3776D36XPvAibaEXe8FWWF7xHXRANfzexilJ2RG,1996.0,1.0, 'Đăk Lăk', HTTT2014, HTTT, CQUI,9.0, D480104,5.0, 'Tỉnh Đắk Lắk'
1942,E0B02E8EXPvAibaEXe8FWWF7xHXRAAavJy7+pwwV,1996.0,1.0, 'Bạc Liêu', KTMT0001, KTMT, CLC,9.0, D520214,1.0, 'Tỉnh Bạc Liêu'
1943,96608FFBXPvAibaEXe8FWWF7xHXRAJY7V1Nm8Yg2,1996.0,1.0, 'Bà Rịa - Vũng Tàu', HTTT0001, HTTT, CLC,9.0, D480104,5.0, 'Tỉnh Bà Rịa - Vũng Tàu'
1944,B961FA7FXPvAibaEXe8FWWF7xHXRAD9tn9AVbX5C,1996.0,1.0, 'Đồng Nai', KTPM0001, CNPM, CLC,9.0, D480103,4.0, 'Thành phố Biên Hoà'
1945,283547DFXPvAibaEXe+sRe0ac318A0E7b0zNbYpD,1996.0,1.0, 'TP. Hồ Chí Minh', HTTT2014, HTTT, CQUI,9.0, D480104,5.0, 'Thành phố Hồ Chí Minh'
1946,13C2DB66XPvAibaEXe+sRe0ac318A2jOM+c/ujRZ,1996.0,1.0, 'Tây Ninh', KTPM0001, CNPM, CLC,9.0, D480103,3.0, 'Tỉnh Tây Ninh'
1947,C9225DC0XPvAibaEXe+sRe0ac318A5QEIfvPPToT,1996.0,1.0, 'Tây Ninh', HTTT0001, HTTT, CLC,9.0, D480104,4.0, 'Tỉnh Tây Ninh'
1948,FD440240XPvAibaEXe+sRe0ac318A/rz6jPzal2c,1996.0,1.0, 'Lâm Đồng', KTPM0001, CNPM, CLC,9.0, D480103,1.0, 'Tỉnh Lâm Đồng'
1949,660D512BXPvAibaEXe+sRe0ac318A7SvjWgGG7tS,1996.0,0.0, 'Đồng Nai', HTTT0001, HTTT, CLC,9.0, D480104,3.0, 'Tỉnh Bình Phước'
1950,5C4D83E0XPvAibaEXe9cZqyTkM8+AdTN2mBBOkq0,1996.0,1.0, 'Đắc Nông', PMCL2014.2, CNPM, CLC,9.0, D480103,5.0, 'Tỉnh Đắk Nông'
1951,B66497FFXPvAibaEXe9cZqyTkM8+ATBkLr0/5MxN,1996.0,1.0, 'Lâm Đồng', MTCL2014, KTMT, CLC,9.0, D520214,5.0, 'Tỉnh Lâm Đồng'
1952,430EA049XPvAibaEXe+9WAygB66RlKxXCZEJYJ0/,1996.0,1.0, 'Lâm Đồng', PMCL2014.2, CNPM, CLC,9.0, D480103,3.0, 'Tỉnh Lâm Đồng'
1953,9174D65EXPvAibaEXe+9WAygB66RlPSoHBUVFGVA,1996.0,1.0, 'Đắk Lắk', HTTT0001, HTTT, CLC,9.0, D480104,3.0, 'Tỉnh Đắk Lắk'
1954,CC35A4FCXPvAibaEXe+9WAygB66RlLweaLJEt9iK,1996.0,1.0, 'Bến Tre', KTMT0001, KTMT, CLC,9.0, D520214,1.0, 'Tỉnh Bình Phước'
1955,EEF167BCXPvAibaEXe+9WAygB66RlNNbfhonzp+v,1996.0,1.0, 'Đồng Nai', KTMT0001, KTMT, CLC,9.0, D520214,1.0, 'Tỉnh Đắk Nông'
